Aluno,Unidade,Sala,Aula,Data,Fez a atividade antes da aula,Presença/Ausencia,Fez lição de casa,Participação
Estudante 18,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 18,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,0.0,1.0,3
Estudante 18,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 18,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,1.0,3
Estudante 18,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 18,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 18,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,0.0,1.0,1
Estudante 19,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,0.0,0.0,1
Estudante 19,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,1.0,1.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 19,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,0.0,1.0,1
Estudante 19,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 19,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 19,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,0.5,0.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,0.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,1.0,1.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 2,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,0.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,0.0,1.0,0.0,3
Estudante 2,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 2,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,0.0,1.0,1
Estudante 20,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 20,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,1.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 20,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 20,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,0.0,3
Estudante 3,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,0.0,0.0,0.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,0.0,0.0,0.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,0.0,0.0,0.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,0.0,0.0,0.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 3,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,1.0,1.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 4,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,0.0,1.0,1
Estudante 4,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 4,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 4,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 5,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,1.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 5,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 5,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,0.0,1.0,1.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,0.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,0.0,1.0,1.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,0.0,1.0,1.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,0.0,1
Estudante 6,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,0.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,0.0,1.0,0.0,3
Estudante 6,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 6,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,0.0,0.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,0.0,1.0,1.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,0.0,1.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,0.0,1.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,0.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,0.0,0.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,0.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,0.0,1.0,0.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,0.0,1.0,1.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,1.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 7,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 7,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,1
Estudante 8,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,1.0,0.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,1.0,1.0,1.0,1
Estudante 8,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,0.0,1.0,1.0,1
Estudante 8,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,1.0,1.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,1.0,1.0,0.0,3
Estudante 8,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 8,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,1,2025-02-08,0.0,0.0,0.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,2,2025-02-15,1.0,1.0,0.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,3,2025-02-22,0.0,0.0,0.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,4,2025-03-08,0.0,0.0,0.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,5,2025-03-15,0.0,1.0,1.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,6,2025-03-29,1.0,1.0,0.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,7,2025-04-05,0.0,0.0,1.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,8,2025-04-12,1.0,0.0,1.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,9,2025-04-26,1.0,1.0,0.5,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,10,2025-05-17,0.5,1.0,1.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,11,2025-05-24,1.0,1.0,1.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,12,2025-05-31,1.0,0.0,1.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,13,2025-06-07,0.0,1.0,0.0,3
Estudante 9,Vila Sônia (manhã),Four Corners D2,14,,0.0,0.0,0.0,1
Estudante 9,Vila Sônia (manhã),Four Corners D2,15,,0.0,0.0,0.0,1
Estudante 1,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,0.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,0.0,0.0,1.0,1
Estudante 1,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,1
Estudante 1,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.5,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,1.0,1.0,1.0,1
Estudante 1,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 1,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 1,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,0.0,1.0,1
Estudante 10,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,1.0,1.0,0.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,0.0,1.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,0.0,0.0,1.0,1
Estudante 10,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,0.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,1.0,1.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,0.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,0.0,0.0,1.0,1
Estudante 10,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 10,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 10,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,0.0,0.0,1.0,1
Estudante 11,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,0.0,0.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,0.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,0.0,0.0,1.0,1
Estudante 11,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 11,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 11,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,0.0,0.0,1
Estudante 12,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,0.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,0.0,1.0,1.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,1.0,1.0,1.0,1
Estudante 12,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,1
Estudante 12,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 12,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 12,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,0.0,0.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,0.0,1.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.5,0.0,1.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,0.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,1.0,1.0,1.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 13,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 13,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,1
Estudante 14,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,0.0,1.0,1
Estudante 14,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,0.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,0.0,1.0,0.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,0.0,0.0,1.0,1
Estudante 14,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,0.0,0.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,1.0,0.0,0.0,1
Estudante 14,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,0.0,1.0,1.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 14,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 14,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,0.0,0.0,1
Estudante 15,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,0.0,1.0,0.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,0.0,0.0,1.0,1
Estudante 15,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,1.0,1.0,1.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,1.0,1.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.0,1.0,0.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,0.0,1.0,1.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,0.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,0.0,0.0,1.0,1
Estudante 15,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,0.0,1.0,0.0,1
Estudante 15,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,0.0,1.0,0.0,3
Estudante 15,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 15,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,1
Estudante 16,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,0.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,0.0,1.0,0.5,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,0.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,7,2025-04-05,1.0,1.0,1.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,8,2025-04-12,0.5,1.0,0.5,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,9,2025-04-26,1.0,1.0,1.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,10,2025-05-17,1.0,1.0,0.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,11,2025-05-24,0.0,0.0,1.0,1
Estudante 16,Vila Sônia (manhã),Four Corners E1,12,2025-05-31,1.0,1.0,1.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,13,2025-06-07,1.0,1.0,0.0,3
Estudante 16,Vila Sônia (manhã),Four Corners E1,14,,0.0,0.0,0.0,1
Estudante 16,Vila Sônia (manhã),Four Corners E1,15,,0.0,0.0,0.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,1,2025-02-08,0.0,1.0,0.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,2,2025-02-15,1.0,1.0,1.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,3,2025-02-22,1.0,1.0,1.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,4,2025-03-08,1.0,1.0,1.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,5,2025-03-15,1.0,1.0,1.0,3
Estudante 17,Vila Sônia (manhã),Four Corners E1,6,2025-03-29,1.0,1.0,1.0,3
